experiment,num_train_seqs,num_test_seqs,run_type,model_id_or_k,train_extract_time_s_mean,train_extract_time_s_std,train_extract_time_s_var,train_extract_time_s_min,train_extract_time_s_max,test_extract_time_s_mean,test_extract_time_s_std,test_extract_time_s_var,test_extract_time_s_min,test_extract_time_s_max,total_train_time_s_mean,total_train_time_s_std,total_train_time_s_var,total_train_time_s_min,total_train_time_s_max,prediction_time_s_mean,prediction_time_s_std,prediction_time_s_var,prediction_time_s_min,prediction_time_s_max,accuracy_mean,accuracy_std,accuracy_var,accuracy_min,accuracy_max,precision_macro_mean,precision_macro_std,precision_macro_var,precision_macro_min,precision_macro_max,recall_macro_mean,recall_macro_std,recall_macro_var,recall_macro_min,recall_macro_max,f1_macro_mean,f1_macro_std,f1_macro_var,f1_macro_min,f1_macro_max,train_extract_time_s_cv,test_extract_time_s_cv,total_train_time_s_cv,prediction_time_s_cv,accuracy_cv,precision_macro_cv,recall_macro_cv,f1_macro_cv
train_11,11,10989,ensemble,11,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,5.79644,0.0752495382045634,0.005662493000000046,5.6922,5.8768,0.16784,0.022046609716688863,0.00048605299999999975,0.1493,0.204,0.34188,0.040652761283829164,0.0016526469999999993,0.2892,0.3851,0.16784,0.022046609716688863,0.00048605299999999975,0.1493,0.204,0.14438,0.020496389926033306,0.00042010199999999956,0.1203,0.173,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01298202658952105,0.13135491966568674,0.11890944566464597,0.13135491966568674,0.14196142073717485
train_11,11,10989,ensemble,12,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,5.89964,0.07305619754682009,0.005337208000000003,5.7996,5.9744,0.1739,0.01868582350339423,0.0003491600000000002,0.1565,0.2043,0.33792,0.050900166993832124,0.002590826999999997,0.2877,0.4193,0.1739,0.01868582350339423,0.0003491600000000002,0.1565,0.2043,0.15045999999999998,0.014369168382338614,0.00020647299999999972,0.1274,0.1669,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.012383161946630658,0.10745154401031759,0.15062786160580055,0.10745154401031759,0.09550158435689629
train_11,11,10989,ensemble,13,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.010420000000001,0.07964692084443692,0.006343632,5.8986,6.0879,0.18174,0.0235964615991466,0.0005567930000000001,0.1567,0.2159,0.33788,0.04562556301022488,0.0020816920000000004,0.2905,0.4071,0.18174,0.0235964615991466,0.0005567930000000001,0.1567,0.2159,0.15824,0.013774541734663985,0.0001897379999999999,0.1451,0.1803,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.013251473415241681,0.1298363684337328,0.1350348141654578,0.1298363684337328,0.08704841844453985
train_11,11,10989,ensemble,14,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.11436,0.08070887807422404,0.006513922999999961,5.9953,6.1982,0.17882,0.02370985027367317,0.0005621569999999995,0.1598,0.2135,0.3344,0.0452423474192045,0.00204687,0.2825,0.4005,0.17882,0.02370985027367317,0.0005621569999999995,0.1598,0.2135,0.15726,0.014119773369286066,0.00019936799999999995,0.1444,0.1797,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.013199889779833711,0.13259059542373988,0.13529410113398477,0.13259059542373988,0.0897861717492437
train_11,11,10989,ensemble,15,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.21942,0.08478394305527467,0.007188317000000058,6.0912,6.3147,0.1833,0.02533426533373328,0.0006418249999999997,0.1597,0.2198,0.34472,0.046380728756672214,0.0021511720000000007,0.2766,0.388,0.1833,0.02533426533373328,0.0006418249999999997,0.1597,0.2198,0.16376,0.018264802216284733,0.00033360299999999965,0.1424,0.1919,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.013632130175365978,0.13821203128059617,0.1345460917749832,0.13821203128059617,0.11153396565879785
train_11,11,10989,ensemble,16,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.32672,0.09954874183032157,0.009909952000000015,6.1765,6.4257,0.18136000000000002,0.025212358080909436,0.0006356629999999994,0.1587,0.2098,0.34612,0.06159717525990945,0.003794212000000001,0.2667,0.4129,0.18136000000000002,0.025212358080909436,0.0006356629999999994,0.1587,0.2098,0.16164,0.02275045054498922,0.0005175830000000003,0.1387,0.1903,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.015734652684222087,0.13901829554978734,0.17796479619758887,0.13901829554978734,0.1407476524683817
train_11,11,10989,ensemble,17,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.44132,0.11100838707052728,0.012322862000000007,6.2737,6.5466,0.19332,0.02047307988554727,0.00041914700000000025,0.171,0.2151,0.35015999999999997,0.058874001053096446,0.003466148000000002,0.2809,0.4142,0.19332,0.02047307988554727,0.00041914700000000025,0.171,0.2151,0.17198,0.021687945960832716,0.00047036700000000007,0.1461,0.2003,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01723379479214311,0.10590254441106595,0.1681345700625327,0.10590254441106595,0.1261073727225998
train_11,11,10989,ensemble,18,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.5476,0.11055403656131212,0.012222194999999936,6.3927,6.664,0.18694000000000002,0.022485284076479893,0.0005055880000000002,0.1631,0.2099,0.33298,0.056344094632889426,0.003174656999999999,0.2741,0.4075,0.18694000000000002,0.022485284076479893,0.0005055880000000002,0.1631,0.2099,0.16284,0.019831994352560712,0.000393308,0.1379,0.1812,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01688466561202763,0.12028075359195405,0.16921164824580884,0.12028075359195405,0.12178822373225688
train_11,11,10989,ensemble,19,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.64534,0.10855723375252323,0.011784672999999968,6.4939,6.7664,0.18246,0.01889584610436908,0.0003570530000000001,0.1649,0.206,0.319,0.04473862984044103,0.0020015450000000004,0.2603,0.3593,0.18246,0.01889584610436908,0.0003570530000000001,0.1649,0.206,0.15426,0.013866975156824932,0.00019229299999999982,0.1393,0.1724,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.016335843425998253,0.10356158119242069,0.14024648852802832,0.10356158119242069,0.08989352493728077
train_11,11,10989,ensemble,20,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.746460000000001,0.11172532389749415,0.012482547999999979,6.6038,6.877,0.18636,0.018096076922913425,0.0003274679999999998,0.1691,0.2085,0.32484,0.03517183532316731,0.0012370579999999999,0.2861,0.3623,0.18636,0.018096076922913425,0.0003274679999999998,0.1691,0.2085,0.15602,0.018008803402780535,0.00032431699999999975,0.1329,0.18,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.016560584943436134,0.0971027952506623,0.10827433605210968,0.0971027952506623,0.11542624921664232
train_11,11,10989,ensemble,21,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.84324,0.12050555173932835,0.014521587999999943,6.6947,6.992,0.18086,0.015394901753502686,0.0002370030000000001,0.1592,0.1996,0.33816,0.054547988047223155,0.002975483,0.2745,0.4034,0.18086,0.015394901753502686,0.0002370030000000001,0.1592,0.1996,0.15106000000000003,0.012216095939374415,0.00014923300000000008,0.1341,0.1635,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.0176094294134545,0.08512054491597194,0.16130822110013943,0.08512054491597194,0.0808691641690349
train_11,11,10989,ensemble,22,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,6.94294,0.12513857518766955,0.015659663000000025,6.8095,7.1091,0.18244,0.016500999969698806,0.000272283,0.1582,0.2034,0.33432,0.047242110452434295,0.0022318170000000014,0.2793,0.3794,0.18244,0.016500999969698806,0.000272283,0.1582,0.2034,0.15172,0.011576139252790631,0.00013400700000000003,0.1361,0.1673,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01802385951594995,0.09044617391854202,0.1413080595011794,0.09044617391854202,0.07629936233054727
train_11,11,10989,ensemble,23,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,7.040819999999999,0.11779695242237836,0.013876122000000072,6.9125,7.1996,0.1848,0.015446035089951073,0.00023857999999999985,0.1582,0.198,0.34765999999999997,0.05299332976894356,0.002808293,0.2786,0.3883,0.1848,0.015446035089951073,0.00023857999999999985,0.1582,0.198,0.15546,0.020907725844768493,0.00043713300000000046,0.1356,0.1867,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.016730572919401204,0.08358244096293871,0.1524286077459114,0.08358244096293871,0.13448942393392832
train_11,11,10989,ensemble,24,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,7.14382,0.1228576696832552,0.015094006999999845,7.0071,7.3121,0.18075999999999998,0.016176618929801125,0.00026168300000000013,0.1599,0.1936,0.3419,0.05230234220376751,0.002735535,0.2818,0.3859,0.18075999999999998,0.016176618929801125,0.00026168300000000013,0.1599,0.1936,0.1526,0.020898803793518897,0.00043675999999999985,0.1285,0.1769,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01719775549821457,0.08949224900310426,0.152975554851616,0.08949224900310426,0.13695153206762053
train_11,11,10989,ensemble,25,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,7.246639999999999,0.1242977594327429,0.015449933000000027,7.1009,7.3994,0.18051999999999999,0.017192352951239692,0.0002955770000000001,0.1561,0.1948,0.34348,0.05731506782688127,0.0032850170000000003,0.2733,0.3946,0.18051999999999999,0.017192352951239692,0.0002955770000000001,0.1561,0.1948,0.15282,0.022589422303370226,0.0005102820000000001,0.1296,0.1777,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01715246782408715,0.09523794012430586,0.16686580827670103,0.09523794012430586,0.14781718559985751
train_11,11,10989,individual,1,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.76126,0.06593415655030395,0.004347312999999989,4.6504,4.8125,0.14764,0.020986138282209042,0.0004404179999999999,0.1249,0.1793,0.35774,0.06419336414303274,0.004120788000000001,0.289,0.4486,0.14764,0.020986138282209042,0.0004404179999999999,0.1249,0.1793,0.10913999999999999,0.019118917333363825,0.0003655329999999997,0.0819,0.1336,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.013848047901249659,0.14214398728128586,0.1794413935904085,0.14214398728128586,0.17517791216202883
train_11,11,10989,individual,2,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.70568,0.0709774048553482,0.005037792000000006,4.5891,4.7823,0.14548,0.029563524823674192,0.0008740020000000001,0.1207,0.1943,0.34750000000000003,0.05941813696170554,0.003530514999999998,0.2462,0.3942,0.14548,0.029563524823674192,0.0008740020000000001,0.1207,0.1943,0.10464,0.02789413916936674,0.0007780829999999999,0.0748,0.1497,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.015083347115687467,0.20321367077037525,0.17098744449411665,0.20321367077037525,0.2665724308999115
train_11,11,10989,individual,3,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.70616,0.06353233822235706,0.004036357999999971,4.6036,4.7767,0.13166,0.019606453019350545,0.0003844130000000001,0.1117,0.1607,0.3711,0.09240879287167428,0.008539384999999998,0.2545,0.4849,0.13166,0.019606453019350545,0.0003844130000000001,0.1117,0.1607,0.09554,0.030140885852940693,0.0009084730000000005,0.0643,0.1332,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.013499825382553305,0.14891730988417548,0.24901318477950493,0.14891730988417548,0.3154792322895195
train_11,11,10989,individual,4,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.7096,0.07221246429806995,0.005214640000000027,4.5961,4.7971,0.15150000000000002,0.025766936177978164,0.000663935,0.1249,0.1835,0.36722,0.06357524675532138,0.0040418120000000005,0.284,0.4423,0.15150000000000002,0.025766936177978164,0.000663935,0.1249,0.1835,0.10546,0.019416178820766978,0.00037698800000000014,0.0805,0.1259,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.015333035565243321,0.17007878665332118,0.17312577407363808,0.17007878665332118,0.18410941419274585
train_11,11,10989,individual,5,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.70312,0.0786859390234369,0.00619147700000003,4.577,4.7895,0.15798,0.02636478712222043,0.0006951020000000002,0.136,0.2006,0.35368,0.07487547662619586,0.005606337000000001,0.2804,0.4766,0.15798,0.02636478712222043,0.0006951020000000002,0.136,0.2006,0.11012,0.017676028965805644,0.0003124420000000001,0.0951,0.1403,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.016730582894639495,0.16688686619964824,0.21170401669926447,0.16688686619964824,0.16051606398297896
train_11,11,10989,individual,6,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.7018,0.07600825613050208,0.005777255000000007,4.576,4.7797,0.13426,0.016701287375528864,0.0002789329999999998,0.1138,0.1515,0.3735,0.0713088002984204,0.005084945000000001,0.2829,0.4401,0.13426,0.016701287375528864,0.0002789329999999998,0.1138,0.1515,0.10029999999999999,0.022122725871826912,0.0004894149999999999,0.0713,0.1314,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.0161657782403552,0.12439510930678434,0.1909204827266945,0.12439510930678434,0.22056556203217265
train_11,11,10989,individual,7,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.69576,0.06334921467547966,0.004013123000000008,4.5939,4.7676,0.12828,0.01140819880612185,0.000130147,0.1136,0.1397,0.37662,0.10428248654496111,0.010874836999999997,0.2523,0.5001,0.12828,0.01140819880612185,0.000130147,0.1136,0.1397,0.08696,0.015054833110997945,0.00022664800000000006,0.0682,0.1035,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01349072667161006,0.08893201439134588,0.27689046398216005,0.08893201439134588,0.17312365583024317
train_11,11,10989,individual,8,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.707520000000001,0.07537686647771996,0.005681672000000024,4.5914,4.7998,0.13574,0.013137655803072332,0.00017259800000000013,0.1151,0.1506,0.37026,0.07826313308320848,0.0061251180000000014,0.2598,0.4561,0.13574,0.013137655803072332,0.00017259800000000013,0.1151,0.1506,0.09265999999999999,0.016040822921533675,0.00025730800000000015,0.0663,0.1081,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.016012011946358158,0.09678544130744314,0.21137344861234938,0.09678544130744314,0.17311485993453138
train_11,11,10989,individual,9,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.71034,0.07868035332915108,0.006190598000000056,4.584,4.7941,0.13986,0.01717594247777979,0.0002950130000000002,0.1149,0.1562,0.40153999999999995,0.0689647591165227,0.004756138,0.3241,0.4768,0.13986,0.01717594247777979,0.0002950130000000002,0.1149,0.1562,0.10284,0.025576219423519175,0.0006541429999999996,0.0655,0.1372,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.01670375245293356,0.12280811152423703,0.17175065775893486,0.12280811152423703,0.24869913869621912
train_11,11,10989,individual,10,0.01142,0.0010825894882179488,1.1720000000000002e-06,0.0098,0.0128,4.600820000000001,0.07122265791165053,0.005072666999999996,4.4849,4.6804,10.13676,0.48839064589731823,0.23852542299999968,9.7094,10.9556,4.7016800000000005,0.0731550203335356,0.005351657000000007,4.5869,4.7898,0.13536,0.015021917321034623,0.00022565800000000005,0.1168,0.1557,0.36175999999999997,0.06900737641730774,0.004762018,0.2701,0.4547,0.13536,0.015021917321034623,0.00022565800000000005,0.1168,0.1557,0.09614,0.02895199474993045,0.0008382180000000004,0.0744,0.1458,0.09479767847792897,0.0154804269481637,0.04818015281976867,0.015559336308199535,0.11097752157974751,0.1907545787740705,0.11097752157974751,0.3011441101511384
