train_file,test_file,version,num_train_seqs,num_test_seqs,train_extract_time_s,test_extract_time_s,total_train_time_s,run_type,model_id_or_k,prediction_time_s,accuracy,precision_macro,recall_macro,f1_macro
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,2,6.4496,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,3,7.0944,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,4,7.6861,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,5,8.2655,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,6,8.8911,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,7,9.5442,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,8,10.2007,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,9,10.8359,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,10,11.4588,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,11,12.0807,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,12,12.7221,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,13,13.3692,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,14,14.0405,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,15,14.6911,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,16,15.3623,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,17,16.0117,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,18,16.6285,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,19,17.3324,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,20,17.9627,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,21,18.6245,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,22,19.3321,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,23,19.9943,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,24,20.6045,0.9997,0.9997,0.9997,0.9997
train30_11000_1.fasta,test70_11000_1.fasta,1,3300,7700,0.9218,5.1061,854.0681,ensemble,25,21.2815,0.9997,0.9997,0.9997,0.9997
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,0,2.0592,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,1,1.9671,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,2,1.9545,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,3,1.9469,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,4,1.9389,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,5,1.9665,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,6,1.9625,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,7,1.9651,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,8,1.9279,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,9,1.9417,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,10,1.9777,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,11,1.9361,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,12,1.9331,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,13,1.9875,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,14,2.0061,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,15,1.9598,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,16,1.9961,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,17,1.9584,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,18,1.9501,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,19,1.9641,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,20,1.9642,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,21,1.9994,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,22,1.9781,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,23,2.007,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,individual,24,2.0066,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,1,2.0592,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,2,2.4382,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,3,2.8045,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,4,3.1633,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,5,3.5141,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,6,3.8924,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,7,4.2668,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,8,4.6438,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,9,4.9835,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,10,5.3371,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,11,5.7266,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,12,6.0745,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,13,6.4195,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,14,6.8188,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,15,7.2368,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,16,7.6085,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,17,8.0164,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,18,8.3866,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,19,8.7486,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,20,9.1246,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,21,9.5006,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,22,9.9119,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,23,10.3018,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,24,10.7207,0.9998,0.9998,0.9998,0.9998
train60_11000_3.fasta,test40_11000_3.fasta,3,6600,4400,2.0865,1.5881,1563.8118,ensemble,25,11.1392,0.9998,0.9998,0.9998,0.9998
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,0,5.3256,0.6517,0.7266,0.6517,0.6517
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,1,5.2631,0.6732,0.7593,0.6732,0.6736
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,2,5.2673,0.6737,0.7645,0.6737,0.6796
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,3,5.268,0.6511,0.7163,0.6511,0.6526
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,4,5.2377,0.5927,0.739,0.5927,0.6151
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,5,5.2416,0.6434,0.7482,0.6434,0.6475
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,6,5.2728,0.5628,0.7718,0.5628,0.6021
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,7,5.2749,0.6334,0.7657,0.6334,0.6458
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,8,5.2715,0.6544,0.7662,0.6544,0.669
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,9,5.2389,0.696,0.7331,0.696,0.6823
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,10,5.2358,0.7096,0.7749,0.7096,0.7159
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,11,5.2373,0.6284,0.7277,0.6284,0.6252
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,12,5.2342,0.6585,0.7252,0.6585,0.6538
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,13,5.253,0.6564,0.7672,0.6564,0.6766
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,14,5.2333,0.6174,0.7645,0.6174,0.6385
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,15,5.2346,0.6402,0.7973,0.6402,0.676
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,16,5.2338,0.6801,0.7565,0.6801,0.6871
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,17,5.2418,0.7098,0.7528,0.7098,0.709
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,18,5.2427,0.6039,0.7434,0.6039,0.6079
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,19,5.2365,0.699,0.7589,0.699,0.6957
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,20,5.1931,0.6624,0.7614,0.6624,0.6694
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,21,5.2373,0.6511,0.7727,0.6511,0.6709
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,22,5.2244,0.5284,0.7505,0.5284,0.5562
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,23,5.1806,0.6163,0.7535,0.6163,0.6305
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,individual,24,5.2323,0.5976,0.7662,0.5976,0.6387
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,1,5.3256,0.6517,0.7266,0.6517,0.6517
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,2,5.856,0.6848,0.7612,0.6848,0.6901
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,3,6.3905,0.7043,0.761,0.7043,0.7082
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,4,6.9258,0.7136,0.7478,0.7136,0.7131
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,5,7.4308,0.7193,0.7531,0.7193,0.7194
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,6,7.9396,0.7191,0.7529,0.7191,0.7185
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,7,8.4797,0.7245,0.7562,0.7245,0.7244
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,8,9.0218,0.709,0.7509,0.709,0.7125
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,9,9.5605,0.7152,0.7585,0.7152,0.7199
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,10,10.0668,0.726,0.7607,0.726,0.7276
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,11,10.5699,0.7423,0.7704,0.7423,0.7436
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,12,11.0744,0.7406,0.768,0.7406,0.7411
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,13,11.5759,0.7476,0.7713,0.7476,0.748
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,14,12.0963,0.7375,0.7719,0.7375,0.741
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,15,12.5968,0.7371,0.7704,0.7371,0.7401
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,16,13.0987,0.7365,0.782,0.7365,0.7439
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,17,13.5997,0.7392,0.781,0.7392,0.7448
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,18,14.1089,0.7413,0.7812,0.7413,0.7469
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,19,14.6188,0.7365,0.7833,0.7365,0.7434
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,20,15.1226,0.7411,0.7827,0.7411,0.7465
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,21,15.583,0.7426,0.7817,0.7426,0.7479
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,22,16.0876,0.7446,0.7824,0.7446,0.7501
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,23,16.5792,0.7418,0.7808,0.7418,0.7466
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,24,17.0271,0.7418,0.7787,0.7418,0.7456
train_110_5.fasta,test_10890_5.fasta,5,110,10890,0.0655,4.7327,28.3902,ensemble,25,17.5266,0.742,0.7825,0.742,0.7473
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,0,4.8079,0.133,0.3148,0.133,0.1094
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,1,4.7823,0.1207,0.3485,0.1207,0.0918
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,2,4.7767,0.1117,0.3046,0.1117,0.0643
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,3,4.7971,0.1249,0.3296,0.1249,0.0805
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,4,4.7895,0.165,0.3173,0.165,0.109
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,5,4.7797,0.1138,0.3116,0.1138,0.0713
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,6,4.7676,0.136,0.2523,0.136,0.0955
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,7,4.7998,0.1414,0.3334,0.1414,0.0917
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,8,4.7941,0.1369,0.3368,0.1369,0.0994
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,9,4.7898,0.1168,0.3288,0.1168,0.0744
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,10,4.7796,0.1108,0.33,0.1108,0.0761
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,11,4.7944,0.1512,0.345,0.1512,0.1184
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,12,4.7939,0.1432,0.3582,0.1432,0.1134
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,13,4.7652,0.1598,0.323,0.1598,0.1313
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,14,4.7738,0.1158,0.3444,0.1158,0.0698
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,15,4.7772,0.1243,0.3242,0.1243,0.0832
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,16,4.7926,0.1764,0.2913,0.1764,0.1463
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,17,4.7744,0.1433,0.3197,0.1433,0.1064
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,18,4.7643,0.1486,0.3052,0.1486,0.1224
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,19,4.7613,0.131,0.3172,0.131,0.0866
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,20,4.7666,0.1392,0.2974,0.1392,0.1083
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,21,4.7757,0.1129,0.3345,0.1129,0.0606
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,22,4.7698,0.1569,0.3285,0.1569,0.093
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,23,4.788,0.1517,0.3385,0.1517,0.1248
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,individual,24,4.779,0.1269,0.3423,0.1269,0.0964
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,1,4.8079,0.133,0.3148,0.133,0.1094
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,2,4.9099,0.1358,0.2702,0.1358,0.1153
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,3,5.0062,0.1309,0.284,0.1309,0.108
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,4,5.123,0.1365,0.2814,0.1365,0.1164
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,5,5.2321,0.1498,0.2919,0.1498,0.124
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,6,5.3314,0.1388,0.308,0.1388,0.1109
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,7,5.4186,0.1609,0.3042,0.1609,0.1251
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,8,5.538,0.1616,0.3026,0.1616,0.1266
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,9,5.6518,0.1709,0.309,0.1709,0.1378
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,10,5.7612,0.1519,0.3134,0.1519,0.1279
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,11,5.8604,0.1493,0.3103,0.1493,0.1203
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,12,5.9744,0.1565,0.308,0.1565,0.1274
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,13,6.0879,0.1664,0.3111,0.1664,0.1451
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,14,6.1728,0.1647,0.3083,0.1647,0.1462
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,15,6.2662,0.1769,0.3196,0.1769,0.164
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,16,6.3631,0.1663,0.2999,0.1663,0.1444
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,17,6.4753,0.1724,0.2983,0.1724,0.1551
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,18,6.5694,0.1645,0.2834,0.1645,0.1455
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,19,6.6533,0.1649,0.2603,0.1649,0.1454
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,20,6.7342,0.1719,0.2861,0.1719,0.1471
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,21,6.8205,0.1739,0.2745,0.1739,0.1511
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,22,6.9158,0.1777,0.2793,0.1777,0.1546
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,23,7.0052,0.1916,0.3021,0.1916,0.1666
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,24,7.1128,0.1936,0.2879,0.1936,0.1716
train_11_3.fasta,test_10989_3.fasta,3,11,10989,0.0118,4.6804,9.7094,ensemble,25,7.2115,0.1944,0.2899,0.1944,0.1732
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,0,4.0979,0.9995,0.9995,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,1,4.0461,0.9995,0.9995,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,2,4.037,0.9995,0.9995,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,3,3.9938,0.9995,0.9995,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,4,4.0057,0.9995,0.9995,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,5,4.0081,0.9995,0.9995,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,6,4.0691,0.9995,0.9995,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,7,3.9926,0.9995,0.9994,0.9995,0.9995
train50_11000_4.fasta,test50_11000_4.fasta,4,5500,5500,1.5212,3.5571,1337.1976,individual,8,4.0662,0.9995,0.9995,0.9995,0.9995
