train_file,test_file,version,num_train_seqs,num_test_seqs,train_extract_time_s,test_extract_time_s,total_train_time_s,run_type,model_id_or_k,prediction_time_s,accuracy,precision_macro,recall_macro,f1_macro
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,10,2.8138,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,11,2.7911,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,12,2.7968,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,13,2.8006,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,14,2.8081,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,15,2.8311,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,16,2.8051,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,17,2.7859,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,18,2.787,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,19,2.8181,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,20,2.821,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,21,2.7703,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,22,2.8196,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,23,2.7627,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,individual,24,2.7759,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,1,2.8152,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,2,3.2746,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,3,3.7405,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,4,4.1927,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,5,4.6299,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,6,5.0777,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,7,5.5541,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,8,5.9894,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,9,6.4432,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,10,6.837,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,11,7.3111,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,12,7.7624,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,13,8.2194,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,14,8.6802,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,15,9.1486,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,16,9.6399,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,17,10.1052,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,18,10.5513,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,19,10.9985,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,20,11.4768,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,21,11.9581,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,22,12.3886,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,23,12.8684,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,24,13.2913,0.9995,0.9995,0.9995,0.9995
train50_11000_2.fasta,test50_11000_2.fasta,2,5500,5500,1.8292,2.3398,1325.7475,ensemble,25,13.7274,0.9995,0.9995,0.9995,0.9995
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,0,5.2134,0.9187,0.9187,0.9188,0.9174
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,1,5.2059,0.947,0.9473,0.9471,0.9463
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,2,5.1972,0.9587,0.9591,0.9587,0.9584
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,3,5.1979,0.8486,0.8581,0.8488,0.8433
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,4,5.1891,0.9499,0.9515,0.9499,0.9497
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,5,5.2014,0.9249,0.9272,0.9249,0.9234
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,6,5.1953,0.9324,0.9346,0.9325,0.9312
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,7,5.1987,0.9228,0.9275,0.9229,0.9214
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,8,5.204,0.9368,0.9393,0.9368,0.9366
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,9,5.2095,0.9138,0.9143,0.9139,0.9129
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,10,5.1928,0.9152,0.9214,0.9153,0.9145
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,11,5.1918,0.8708,0.8814,0.8708,0.8675
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,12,5.2046,0.912,0.9106,0.912,0.9107
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,13,5.2052,0.908,0.9109,0.9082,0.907
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,14,5.1913,0.9465,0.9463,0.9466,0.9462
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,15,5.1846,0.9309,0.9338,0.9309,0.9302
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,16,5.1937,0.9145,0.9166,0.9146,0.9138
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,17,5.2018,0.9292,0.931,0.9292,0.9286
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,18,5.2038,0.9122,0.9176,0.9121,0.9108
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,19,5.1823,0.8684,0.8757,0.8686,0.866
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,20,5.1565,0.8863,0.8909,0.8867,0.8831
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,21,5.1859,0.9114,0.9175,0.9115,0.911
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,22,5.2001,0.9385,0.9391,0.9385,0.9376
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,23,5.2048,0.908,0.9111,0.9081,0.9067
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,individual,24,5.1895,0.9093,0.911,0.9094,0.9083
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,1,5.2134,0.9187,0.9187,0.9188,0.9174
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,2,5.7108,0.9314,0.9314,0.9316,0.9306
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,3,6.1995,0.9544,0.9547,0.9545,0.954
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,4,6.6889,0.9463,0.9461,0.9464,0.9455
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,5,7.1694,0.9469,0.9466,0.947,0.9463
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,6,7.6623,0.9514,0.9516,0.9514,0.951
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,7,8.149,0.9501,0.9507,0.9502,0.9497
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,8,8.6392,0.95,0.9504,0.95,0.9495
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,9,9.1347,0.9497,0.9503,0.9497,0.9492
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,10,9.6356,0.9522,0.9526,0.9523,0.9519
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,11,10.1199,0.949,0.9496,0.949,0.9485
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,12,10.6031,0.9489,0.9494,0.9489,0.9485
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,13,11.0991,0.949,0.9495,0.949,0.9486
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,14,11.5958,0.9478,0.9485,0.9478,0.9473
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,15,12.0785,0.9481,0.9487,0.9482,0.9477
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,16,12.5547,0.9484,0.9491,0.9485,0.948
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,17,13.0398,0.947,0.9477,0.947,0.9466
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,18,13.533,0.9467,0.9475,0.9467,0.9463
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,19,14.0283,0.9459,0.9468,0.946,0.9455
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,20,14.5021,0.9449,0.9458,0.9449,0.9445
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,21,14.9501,0.9456,0.9466,0.9457,0.9452
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,22,15.4275,0.9464,0.9473,0.9465,0.9461
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,23,15.9191,0.9461,0.947,0.9462,0.9457
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,24,16.4153,0.9444,0.9453,0.9444,0.9439
train5_11000_4.fasta,test95_11000_4.fasta,4,550,10450,0.2962,4.7085,79.903,ensemble,25,16.8962,0.9447,0.9457,0.9447,0.9443
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,0,2.192,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,1,2.115,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,2,2.101,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,3,2.1236,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,4,2.0964,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,5,2.1236,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,6,2.0809,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,7,2.122,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,8,2.124,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,9,2.0697,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,10,2.1288,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,11,2.1254,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,12,2.0993,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,13,2.0933,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,14,2.1331,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,15,2.0976,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,16,2.1269,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,17,2.1464,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,18,2.1146,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,19,2.161,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,20,2.1337,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,21,2.157,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,22,2.1224,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,23,2.0903,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,individual,24,2.1253,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,1,2.192,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,2,2.5591,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,3,2.9124,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,4,3.2882,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,5,3.6368,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,6,4.0126,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,7,4.3458,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,8,4.7199,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,9,5.0962,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,10,5.418,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,11,5.7991,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,12,6.1767,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,13,6.5282,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,14,6.8737,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,15,7.259,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,16,7.6087,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,17,7.9879,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,18,8.3865,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,19,8.7533,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,20,9.1665,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,21,9.5524,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,22,9.9616,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,23,10.3362,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,24,10.6786,1.0,1.0,1.0,1.0
train60_11000_4.fasta,test40_11000_4.fasta,4,6600,4400,1.8345,1.7478,1555.0541,ensemble,25,11.0562,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,0,1.1901,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,1,1.1625,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,2,1.1576,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,3,1.1555,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,4,1.1554,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,5,1.1639,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,6,1.1572,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,7,1.1454,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,8,1.1384,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,9,1.1372,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,10,1.1477,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,11,1.1356,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,12,1.1588,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,13,1.1224,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,14,1.144,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,15,1.1435,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,16,1.1418,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,17,1.1693,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,18,1.1229,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,19,1.1269,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,20,1.1464,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,21,1.1595,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,22,1.1563,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,23,1.1271,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,individual,24,1.1445,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,1,1.1901,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,2,1.4158,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,3,1.6367,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,4,1.8554,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,5,2.074,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,6,2.3012,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,7,2.5216,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,8,2.7302,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,9,2.9318,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,10,3.1323,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,11,3.3432,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,12,3.542,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,13,3.764,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,14,3.9497,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,15,4.1569,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,16,4.3636,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,17,4.5686,1.0,1.0,1.0,1.0
train80_11000_5.fasta,test20_11000_5.fasta,5,8800,2200,2.9743,0.9368,2004.6259,ensemble,18,4.8011,1.0,1.0,1.0,1.0
